latitude,longitude,event_date,elevation,slope,aspect,curvature,land_cover_code,historical_landslide_density,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day,soil_moisture_0_7cm,soil_moisture_7_28cm,earthquake_count_7d,nearest_eq_distance_km,max_eq_magnitude,landslide_occurrence
26.0,89.5,2021-02-22,33.0,0.03,17.4,0.0,1.0,0.0,0.45,0.14,4.75,7.97,14.11,21.29,43.64,0.323,0.501,1,159.4,3.59,0
26.1844,91.7896,2014-06-26,535.5,0.72,179.1,0.0,1.0,0.0,2.5,8.5,15.5,22.9,27.8,36.6,216.0,0.514,0.518,2,417.0,4.1,1
24.5,89.0,2009-12-10,12.0,0.01,38.0,0.0,1.0,0.0,0.28,0.81,2.1,9.21,10.74,4.91,100.42,0.355,0.476,0,434.2,2.16,0
25.8266,94.1497,2013-10-05,535.5,0.72,179.1,0.0,1.0,0.0,0.3,1.1,3.5,9.2,26.4,42.4,61.6,0.49,0.514,1,594.3,5.2,1
27.1344,88.4575,2009-08-20,535.5,0.72,179.1,0.0,1.0,0.0,0.9,3.6,9.3,12.4,24.5,146.9,499.8,0.423,0.428,1,403.2,5.0,1
26.5,94.0,2022-07-11,102.0,0.7,186.2,2e-06,6.0,0.0,0.47,2.5,1.4,5.49,17.17,43.15,60.68,0.438,0.363,2,410.3,6.12,0
25.5145,90.2023,2015-08-18,535.5,0.72,179.1,0.0,1.0,0.0,2.1,5.3,9.6,19.4,41.4,72.0,99.0,0.503,0.502,2,479.1,4.5,1
27.8997,93.3497,2010-04-02,535.5,0.72,179.1,0.0,1.0,0.0,1.4,5.5,13.7,16.7,20.2,62.6,122.9,0.428,0.427,0,500.0,0.0,1
26.0,91.0,2020-06-13,46.0,0.67,177.3,1e-06,1.0,0.0204,0.44,1.91,4.7,4.31,6.51,44.99,36.13,0.33,0.464,2,216.7,3.98,0
26.222,94.9152,2010-08-14,535.5,0.72,179.1,0.0,1.0,0.0,1.2,5.2,9.5,22.1,26.2,56.4,107.4,0.513,0.514,1,148.4,4.0,1
28.5,93.5,2012-01-04,3146.0,4.65,15.1,0.0,2.0,0.0,0.35,0.66,1.74,0.89,10.21,27.44,86.17,0.469,0.3,3,340.1,3.92,0
26.1619,91.7697,2014-06-27,535.5,0.72,179.1,0.0,1.0,0.0,1.4,6.9,16.3,24.3,29.2,37.5,208.9,0.507,0.518,2,416.2,4.1,1
24.0,91.0,2021-12-25,8.0,0.07,270.8,0.0,5.0,0.0204,0.29,0.37,2.09,5.77,22.07,8.81,52.84,0.503,0.34,1,344.2,5.41,0
27.0,95.0,2012-05-10,116.0,1.4,195.9,2e-06,1.0,0.0,0.54,0.46,4.76,6.78,19.91,38.24,113.93,0.314,0.432,4,274.3,0.01,0
24.0,90.0,2018-10-26,8.0,0.02,12.3,0.0,1.0,0.0,0.04,0.95,3.8,10.96,13.85,53.12,117.95,0.344,0.341,3,452.9,1.26,0
24.5,89.5,2019-02-21,14.0,0.01,298.1,0.0,1.0,0.0,0.78,1.03,1.62,10.04,12.97,65.46,65.49,0.41,0.318,0,154.6,3.37,0
29.5,97.5,2009-03-28,5098.0,5.59,145.8,-1.2e-05,2.0,0.0,0.41,1.21,2.26,7.01,2.31,46.29,104.12,0.3,0.401,4,104.3,0.67,0
23.5,90.5,2011-04-26,6.0,0.0,337.4,-0.0,1.0,0.0204,0.22,1.87,0.22,8.78,2.98,8.75,60.54,0.304,0.344,1,11.4,6.4,0
23.0,93.5,2020-05-21,2002.0,1.04,142.6,-4e-06,1.0,0.0204,0.69,2.17,4.67,0.43,7.65,54.06,34.36,0.374,0.324,5,387.8,5.26,0
26.9978,88.167,2015-07-01,535.5,0.72,179.1,0.0,1.0,0.0,0.2,6.4,10.0,11.7,15.4,53.4,94.6,0.423,0.423,2,226.1,5.1,1
27.0638,88.4659,2011-06-20,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.9,7.2,67.9,109.1,0.402,0.404,0,500.0,0.0,1
23.0,95.5,2014-07-30,126.0,0.13,49.0,0.0,6.0,0.0,0.17,1.39,0.74,2.07,10.5,61.35,27.23,0.464,0.475,0,34.8,6.5,0
22.0,97.0,2019-07-09,577.0,0.41,29.2,1e-06,0.0,0.0,0.43,0.29,0.2,4.39,1.91,49.16,26.21,0.386,0.369,5,80.0,3.88,0
26.88211522,88.3195318,2009-08-16,535.5,0.72,179.1,0.0,1.0,0.0,2.5,4.3,7.8,12.8,19.5,115.5,198.8,0.423,0.425,1,708.6,5.5,1
27.5754,91.9754,2016-08-05,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.6,0.7,1.9,2.6,10.3,48.1,0.399,0.399,1,313.2,4.1,1
28.0,88.0,2009-12-23,5818.0,3.28,286.6,-1.3e-05,2.0,0.0,0.57,2.55,1.34,0.18,17.89,25.67,111.44,0.426,0.456,5,380.8,0.87,0
23.0,93.5,2015-08-18,2002.0,1.04,142.6,-4e-06,1.0,0.0204,0.34,0.91,4.8,10.02,19.78,7.71,55.22,0.467,0.409,0,467.6,5.65,0
23.0,95.5,2009-06-06,126.0,0.13,49.0,0.0,6.0,0.0,0.26,2.3,2.04,11.07,11.54,50.25,133.33,0.396,0.419,0,101.3,3.25,0
27.0,96.5,2013-05-15,1495.0,0.36,313.9,-3e-06,0.0,0.0,0.24,0.27,1.92,8.8,7.62,18.58,38.42,0.317,0.335,0,380.7,2.01,0
27.5,88.0,2013-09-06,3357.0,4.09,348.8,-5e-06,2.0,0.0408,0.82,0.33,0.93,3.23,0.52,49.44,18.59,0.364,0.471,4,459.4,1.99,0
22.5,90.5,2012-10-08,3.0,0.0,180.0,-0.0,5.0,0.0,0.83,1.13,3.82,5.61,8.69,31.18,62.9,0.485,0.349,3,442.9,0.23,0
28.0,91.0,2021-09-08,4192.0,1.51,9.1,4e-06,4.0,0.0,0.39,0.67,3.62,11.01,18.56,27.58,111.44,0.298,0.345,4,38.7,2.08,0
27.1499,88.38,2007-07-16,535.5,0.72,179.1,0.0,1.0,0.0,0.5,0.8,2.5,4.8,8.2,85.7,286.6,0.416,0.411,0,500.0,0.0,1
29.0,89.5,2023-09-16,3966.0,0.46,276.6,6e-06,2.0,0.0,0.38,0.84,2.2,8.14,6.16,7.69,65.32,0.4,0.485,1,119.4,3.35,0
22.0,97.0,2013-11-26,577.0,0.41,29.2,1e-06,0.0,0.0,0.67,0.49,3.68,8.75,13.64,17.0,44.44,0.335,0.436,0,191.4,2.36,0
23.0,94.5,2015-07-10,240.0,0.1,290.0,0.0,2.0,0.0,0.34,1.48,4.51,2.52,19.83,47.52,62.26,0.393,0.405,3,63.5,1.17,0
24.19467451,91.82931979,2017-06-03,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.7,2.6,4.5,7.4,44.9,145.1,0.419,0.422,2,334.2,4.1,1
29.0,96.0,2022-05-14,3778.0,1.01,220.4,-1e-06,4.0,0.0,0.66,2.6,0.2,4.52,11.65,51.25,137.35,0.485,0.477,1,360.0,3.43,0
25.0,90.0,2010-02-05,22.0,0.04,7.0,0.0,1.0,0.0,0.34,1.23,4.02,4.94,16.94,54.87,53.03,0.436,0.42,1,342.3,1.77,0
28.0,97.5,2018-12-20,3657.0,4.14,18.1,-8e-06,2.0,0.0,0.06,0.47,1.45,6.39,18.18,38.52,110.34,0.348,0.314,4,250.6,5.86,0
25.5,97.5,2022-02-10,182.0,0.3,64.5,2e-06,5.0,0.0,0.39,2.5,3.98,3.52,20.08,54.68,36.45,0.359,0.363,2,485.4,3.36,0
24.5,97.0,2020-08-28,748.0,0.51,272.6,-2e-06,2.0,0.0,0.37,2.33,2.42,8.45,13.18,36.49,99.18,0.377,0.417,0,223.1,6.27,0
22.0,93.0,2015-07-17,1196.0,0.98,300.3,-1e-06,0.0,0.0,0.17,0.06,4.23,9.43,11.79,25.07,91.69,0.432,0.46,3,300.7,4.53,0
26.8928,89.4497,2009-08-18,535.5,0.72,179.1,0.0,1.0,0.0,2.4,5.8,7.7,12.0,17.8,322.8,603.0,0.433,0.433,1,607.1,5.5,1
25.5265,93.8673,2010-10-09,535.5,0.72,179.1,0.0,1.0,0.0,1.3,5.5,10.4,17.2,27.9,64.1,83.4,0.483,0.492,0,500.0,0.0,1
26.0,97.0,2013-04-10,413.0,0.61,141.6,1e-06,2.0,0.0408,0.29,1.54,0.13,3.44,22.4,43.95,144.38,0.387,0.321,0,462.9,1.52,0
25.2946,92.8339,2007-08-26,535.5,0.72,179.1,0.0,1.0,0.0,4.0,12.9,24.8,37.7,44.9,69.9,94.7,0.52,0.503,0,500.0,0.0,1
26.1978,91.7665,2010-04-20,535.5,0.72,179.1,0.0,1.0,0.0,0.4,1.4,6.0,16.6,23.5,96.2,133.3,0.506,0.491,0,500.0,0.0,1
26.1044,91.7082,2014-09-22,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.4,0.4,10.0,22.0,127.8,141.4,0.497,0.505,3,352.2,4.5,1
25.5,95.0,2009-04-26,1496.0,1.25,34.9,-4e-06,2.0,0.0,0.64,0.33,0.24,0.62,6.64,66.03,99.26,0.453,0.311,0,291.3,3.05,0
27.5,91.5,2018-04-28,2019.0,3.55,0.6,9e-06,0.0,0.1224,0.72,0.75,4.25,10.97,9.62,62.82,35.45,0.418,0.308,1,158.6,6.42,0
27.97875751,94.26296826,2017-07-04,535.5,0.72,179.1,0.0,1.0,0.0,0.2,1.5,4.1,10.4,20.5,91.5,300.3,0.427,0.427,2,404.8,4.9,1
24.2451,94.0691,2007-09-10,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.2,1.1,1.4,2.1,28.5,119.7,0.441,0.438,1,195.6,4.2,1
26.14547804,91.79364785,2017-07-10,535.5,0.72,179.1,0.0,1.0,0.0,1.0,3.1,8.7,15.7,24.3,89.6,241.9,0.498,0.516,1,501.1,4.5,1
26.5,88.0,2021-07-12,120.0,2.01,7.6,3e-06,1.0,0.9796,0.75,0.63,3.42,9.67,15.77,7.51,80.92,0.339,0.434,3,411.1,1.22,0
25.7428,93.9136,2007-08-28,535.5,0.72,179.1,0.0,1.0,0.0,0.0,1.2,6.0,6.8,61.0,112.0,141.6,0.5,0.492,1,304.8,3.8,1
23.5,90.0,2020-05-26,7.0,0.0,17.4,-0.0,1.0,0.0204,0.87,2.3,1.1,0.92,10.68,47.14,25.88,0.401,0.452,5,378.1,2.43,0
25.5,88.5,2021-01-24,31.0,0.03,0.0,0.0,1.0,0.0,0.33,2.4,0.59,1.52,17.01,24.3,116.86,0.381,0.322,1,299.0,3.73,0
24.0,93.0,2021-06-27,374.0,0.4,208.3,2e-06,0.0,0.102,0.59,2.03,4.67,1.85,9.78,23.49,67.4,0.455,0.412,3,333.4,4.45,0
23.9723,96.8566,2010-10-06,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.4,1.5,5.1,13.9,16.6,40.9,0.501,0.487,0,500.0,0.0,1
28.0,92.0,2018-07-10,4961.0,0.78,326.9,-1e-06,4.0,0.0,0.69,1.67,0.75,2.38,11.9,20.21,113.58,0.303,0.341,4,12.4,3.43,0
22.0,89.0,2016-04-08,6.0,0.52,179.9,1e-06,5.0,0.0,0.31,0.09,1.08,7.15,12.61,14.71,30.43,0.358,0.474,4,312.3,2.51,0
25.7354,90.3852,2014-09-21,535.5,0.72,179.1,0.0,1.0,0.0,0.3,1.7,3.2,8.6,10.4,49.0,84.7,0.512,0.511,3,459.1,4.5,1
26.1699,94.4922,2016-07-11,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.2,1.4,7.6,10.2,37.1,103.5,0.504,0.51,1,164.5,4.4,1
25.5084,90.2191,2015-06-16,535.5,0.72,179.1,0.0,1.0,0.0,0.6,1.9,3.4,7.0,21.7,66.7,298.0,0.496,0.499,2,544.2,4.3,1
23.0,97.0,2018-05-12,967.0,0.78,134.4,-1e-06,0.0,0.0,0.41,0.2,4.32,10.43,10.88,23.43,64.01,0.466,0.482,4,266.3,6.31,0
27.0,94.0,2017-04-12,82.0,1.84,11.7,3e-06,6.0,0.0612,0.71,0.15,3.26,5.98,16.66,58.65,27.56,0.34,0.402,0,365.3,3.46,0
23.0,90.5,2023-08-19,2.0,0.0,328.0,0.0,5.0,0.0,0.52,1.39,3.82,10.58,20.71,14.24,130.56,0.331,0.489,3,396.1,1.21,0
23.0,94.5,2016-08-20,240.0,0.1,290.0,0.0,2.0,0.0,0.19,1.54,2.79,9.7,17.25,23.45,75.72,0.327,0.398,1,117.2,2.36,0
24.9925,93.5,2009-08-20,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.9,1.9,2.9,7.1,18.0,84.0,0.432,0.433,1,202.1,5.0,1
22.0,94.0,2018-04-23,386.0,1.14,95.3,2e-06,1.0,0.0,0.5,0.1,3.11,2.36,13.22,2.93,107.45,0.417,0.369,1,204.6,0.99,0
24.5,95.5,2019-09-27,268.0,0.2,209.7,-0.0,2.0,0.0,0.04,0.57,1.23,1.72,19.74,36.16,58.93,0.453,0.434,0,260.0,1.88,0
26.5,90.0,2016-07-12,54.0,2.07,359.7,3e-06,1.0,0.0,0.46,2.53,0.62,5.5,6.61,8.52,113.36,0.397,0.373,1,394.2,0.63,0
26.8016,88.0499,2012-10-01,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.1,1.3,1.9,3.9,6.0,10.3,0.379,0.364,0,500.0,0.0,1
22.0,91.0,2012-08-10,0.0,0.52,179.6,1e-06,1.0,0.0,0.29,1.49,2.03,5.14,11.03,67.1,69.02,0.457,0.355,2,373.6,0.75,0
29.5,94.0,2009-10-17,5108.0,4.3,175.7,-8e-06,2.0,0.0,0.31,0.18,2.2,8.35,21.08,62.22,78.89,0.322,0.446,0,27.4,3.3,0
22.5,92.5,2016-09-22,263.0,0.83,227.1,1e-06,0.0,0.0408,0.64,1.55,4.94,4.97,10.43,29.24,92.44,0.423,0.338,0,345.1,4.24,0
26.0,92.0,2018-05-31,343.0,1.59,183.1,1e-06,0.0,0.0,0.6,0.65,1.88,0.15,16.18,35.15,92.59,0.341,0.383,2,60.9,5.08,0
28.5,94.5,2010-10-06,1320.0,1.78,32.8,2e-06,0.0,0.0408,0.88,1.96,2.46,1.49,18.44,64.39,77.54,0.39,0.438,5,385.6,3.06,0
27.0,94.5,2020-12-22,89.0,0.63,182.0,1e-06,5.0,0.0,0.26,2.2,4.27,5.91,0.59,12.23,103.41,0.336,0.452,1,491.9,4.44,0
23.5,91.0,2020-11-17,9.0,0.02,272.6,0.0,1.0,0.0,0.25,1.88,4.26,9.76,8.39,67.81,25.66,0.388,0.379,1,472.8,4.47,0
27.0,88.5,2017-05-16,778.0,1.77,17.2,2e-06,1.0,0.4898,0.72,0.88,4.96,8.53,4.53,36.74,81.62,0.304,0.319,2,403.9,3.38,0
27.5,97.5,2022-06-15,719.0,3.47,22.9,6e-06,0.0,0.0,0.62,2.22,2.99,3.79,6.81,24.58,31.0,0.479,0.487,3,117.5,0.02,0
29.0,91.0,2021-07-03,4544.0,1.27,190.6,1e-06,4.0,0.0,0.84,0.67,0.1,1.37,19.67,67.32,43.05,0.415,0.43,1,489.9,1.85,0
27.5,90.0,2012-08-18,1537.0,2.39,29.4,7e-06,0.0,0.0,0.13,1.94,0.03,9.98,16.09,9.9,54.06,0.323,0.38,2,451.5,1.04,0
25.181453,93.118105,2017-04-04,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.5,2.8,5.8,6.2,12.7,320.6,0.505,0.493,0,500.0,0.0,1
29.5,91.5,2018-01-24,4712.0,4.51,187.7,-5e-06,4.0,0.0,0.59,1.77,3.81,7.41,22.62,19.92,71.18,0.376,0.297,5,497.4,5.3,0
27.8965,96.1779,2010-04-21,535.5,0.72,179.1,0.0,1.0,0.0,1.5,1.6,1.6,3.6,36.5,89.4,210.9,0.51,0.507,0,500.0,0.0,1
25.67836832,91.9234343,2017-06-17,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.2,4.7,23.7,39.5,86.8,229.9,0.494,0.491,0,500.0,0.0,1
26.5,95.0,2012-10-20,1407.0,1.04,179.0,-4e-06,0.0,0.1224,0.12,0.78,2.6,0.71,9.87,30.81,79.59,0.311,0.344,1,363.2,3.22,0
23.0,92.5,2023-12-26,133.0,0.86,306.2,2e-06,1.0,0.0612,0.77,1.98,1.39,8.84,9.68,4.16,87.16,0.314,0.501,0,68.9,4.63,0
27.07671517,93.59755441,2017-07-09,535.5,0.72,179.1,0.0,1.0,0.0,1.6,6.4,17.8,32.7,49.6,60.3,126.1,0.516,0.515,1,299.5,4.5,1
29.0,92.5,2020-02-10,4045.0,1.18,62.0,4e-06,4.0,0.0,0.49,0.29,0.6,8.76,18.67,27.15,122.92,0.303,0.445,4,117.1,2.76,0
27.5,88.5,2022-09-11,1718.0,4.78,352.6,9e-06,1.0,0.2041,0.83,2.23,1.77,3.02,2.24,46.52,67.67,0.457,0.452,5,339.2,5.01,0
28.0,89.0,2011-04-25,4952.0,0.72,42.1,-1e-06,2.0,0.0,0.63,1.31,0.96,11.22,13.41,45.18,46.95,0.322,0.297,1,465.3,2.77,0
25.82601444,91.87113067,2017-07-09,535.5,0.72,179.1,0.0,1.0,0.0,0.2,1.6,18.9,27.3,36.2,61.9,290.7,0.501,0.512,1,519.3,4.5,1
24.0,97.5,2018-08-23,1449.0,0.34,223.1,-4e-06,0.0,0.0,0.38,0.53,2.92,4.27,16.46,40.47,69.47,0.376,0.389,0,268.7,3.51,0
29.5,92.5,2020-06-22,5352.0,3.69,179.1,-9e-06,4.0,0.0,0.85,2.36,1.91,1.67,19.37,27.34,65.32,0.354,0.365,3,438.4,0.57,0
26.3186,94.5121,2011-06-20,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.7,70.9,138.8,0.494,0.5,0,500.0,0.0,1
27.0,93.0,2016-06-02,391.0,0.72,3.7,1e-06,0.0,0.0408,0.09,1.31,1.21,6.51,0.02,49.35,137.27,0.453,0.41,1,23.2,0.63,0
26.0,90.0,2022-07-13,36.0,0.05,247.6,0.0,1.0,0.0,0.85,0.52,1.66,10.9,21.97,22.08,106.57,0.398,0.414,1,169.7,1.82,0
24.4279,94.0564,2007-09-11,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.2,0.4,0.9,1.9,11.1,130.6,0.393,0.397,1,209.5,4.2,1
26.3185,94.5247,2016-06-14,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.4,0.5,13.4,30.9,70.8,224.6,0.495,0.505,2,91.6,4.5,1
27.5,93.0,2018-04-15,777.0,2.77,7.5,6e-06,0.0,0.0408,0.15,2.22,0.66,2.65,5.72,52.55,113.59,0.339,0.375,0,41.3,5.71,0
25.0,91.5,2013-12-28,10.0,1.71,359.8,2e-06,6.0,0.1224,0.55,0.99,1.7,5.0,0.15,61.03,26.54,0.335,0.427,1,469.8,0.82,0
25.0985,94.3619,2013-09-24,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.1,0.9,1.5,2.8,11.2,0.392,0.395,2,290.3,5.7,1
23.5,91.5,2010-11-10,41.0,0.13,333.0,0.0,5.0,0.0408,0.38,2.2,0.3,7.2,1.43,9.01,87.25,0.501,0.331,4,371.4,2.16,0
25.15246863,92.94670614,2017-06-04,535.5,0.72,179.1,0.0,1.0,0.0,0.0,3.9,20.7,88.0,108.5,132.8,317.5,0.498,0.513,2,228.5,4.1,1
27.5,88.5,2016-02-05,1718.0,4.78,352.6,9e-06,1.0,0.2041,0.02,1.75,2.82,7.25,14.03,53.36,92.57,0.442,0.305,4,62.0,5.11,0
27.256,90.5257,2012-04-06,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.7,11.4,21.4,39.7,51.8,0.421,0.421,0,500.0,0.0,1
24.5582,88.1825,2015-04-19,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,18.4,0.27,0.234,2,522.6,4.8,1
25.5,97.5,2020-05-14,182.0,0.3,64.5,2e-06,5.0,0.0,0.36,2.03,2.77,6.43,3.95,61.39,43.28,0.307,0.296,0,459.8,4.58,0
26.1147,94.3864,2013-07-01,535.5,0.72,179.1,0.0,1.0,0.0,2.5,3.6,7.4,20.4,30.8,58.0,110.3,0.508,0.505,0,500.0,0.0,1
26.0977,94.7031,2013-06-07,535.5,0.72,179.1,0.0,1.0,0.0,0.4,1.3,2.2,4.4,6.3,11.8,26.1,0.441,0.426,2,567.6,4.1,1
23.5,97.5,2009-10-29,1167.0,0.76,351.0,-2e-06,0.0,0.0,0.07,1.53,0.62,1.22,10.19,12.5,26.98,0.456,0.438,4,127.2,3.13,0
25.2568,92.3825,2015-08-19,535.5,0.72,179.1,0.0,1.0,0.0,3.4,10.0,16.7,27.8,57.0,120.7,187.4,0.515,0.516,2,259.1,4.5,1
26.5,95.0,2019-09-12,1407.0,1.04,179.0,-4e-06,0.0,0.1224,0.15,0.05,3.63,9.24,21.11,41.84,40.86,0.482,0.5,5,287.7,5.76,0
27.0,91.5,2015-09-03,1594.0,2.09,12.5,-2e-06,1.0,0.0204,0.41,1.79,0.83,4.7,10.54,25.36,35.97,0.475,0.358,2,487.9,0.85,0
24.0,95.5,2023-11-02,352.0,0.16,53.5,-1e-06,0.0,0.0,0.85,1.83,0.79,8.92,6.99,60.1,26.51,0.449,0.296,0,325.1,5.8,0
27.125,93.7145,2011-07-15,535.5,0.72,179.1,0.0,1.0,0.0,1.1,1.8,5.0,21.6,45.7,90.9,118.2,0.463,0.467,1,331.2,4.4,1
27.3736,88.7323,2013-09-07,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.3,0.3,0.3,1.5,48.0,153.2,0.396,0.409,2,581.8,4.5,1
25.6633,94.4703,2010-10-08,535.5,0.72,179.1,0.0,1.0,0.0,0.9,2.0,3.2,8.7,23.2,50.0,61.0,0.514,0.513,0,500.0,0.0,1
29.0,90.5,2017-11-09,4445.0,0.95,41.4,4e-06,4.0,0.0204,0.56,0.37,1.78,0.1,15.09,68.59,36.8,0.355,0.317,4,104.9,5.5,0
25.0118,94.3136,2016-07-07,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.9,3.2,4.7,5.4,32.6,159.4,0.437,0.436,3,92.3,4.7,1
28.0,91.5,2015-03-14,5010.0,3.45,351.7,-5e-06,4.0,0.0,0.38,1.95,4.52,7.25,4.43,23.28,128.52,0.418,0.47,0,27.1,1.29,0
23.5,90.0,2017-03-27,7.0,0.0,17.4,-0.0,1.0,0.0204,0.45,0.0,3.03,10.6,1.14,45.02,45.69,0.442,0.363,2,475.8,2.99,0
22.5,91.5,2019-03-02,6.0,0.02,285.8,0.0,1.0,0.1429,0.37,0.46,3.32,2.21,13.22,32.3,70.23,0.325,0.447,1,322.4,1.76,0
27.5,94.5,2022-04-30,111.0,1.28,61.1,3e-06,5.0,0.0,0.86,1.45,2.82,7.71,5.35,44.44,86.97,0.459,0.477,1,72.2,5.97,0
23.0,97.0,2021-08-26,967.0,0.78,134.4,-1e-06,0.0,0.0,0.85,1.21,1.35,4.17,13.75,67.36,109.57,0.458,0.324,2,63.0,0.17,0
23.73941422,92.71505961,2017-06-01,535.5,0.72,179.1,0.0,1.0,0.0,1.1,2.5,3.0,3.7,6.1,68.5,116.9,0.405,0.393,1,233.7,4.1,1
28.5,89.5,2010-02-09,5172.0,0.67,188.3,-3e-06,4.0,0.0,0.64,1.45,1.12,1.65,1.03,10.32,41.28,0.331,0.289,0,348.9,2.51,0
24.0,92.0,2020-07-11,70.0,0.41,257.8,1e-06,6.0,0.0204,0.11,0.11,1.47,2.99,3.66,59.43,18.3,0.392,0.492,0,85.3,2.1,0
26.885,88.2778,2008-06-20,535.5,0.72,179.1,0.0,1.0,0.0,0.5,0.7,0.8,2.0,47.4,99.8,228.8,0.418,0.42,2,706.1,4.6,1
27.1027,88.1218,2016-07-26,535.5,0.72,179.1,0.0,1.0,0.0,0.6,1.3,5.6,32.0,172.7,240.5,621.8,0.426,0.424,1,805.0,4.4,1
28.0,94.0,2019-05-29,1741.0,1.08,354.2,-1e-06,0.0,0.0204,0.68,1.98,2.37,10.44,12.81,45.24,97.55,0.476,0.425,1,225.5,3.05,0
26.1964,91.7652,2014-06-28,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.5,4.6,6.7,40.7,157.4,0.5,0.498,1,419.5,4.1,1
28.0,91.5,2021-10-05,5010.0,3.45,351.7,-5e-06,4.0,0.0,0.61,0.47,2.01,4.05,0.67,48.55,124.96,0.499,0.317,3,65.3,2.67,0
29.5,93.5,2009-08-25,4826.0,4.51,180.3,-5e-06,4.0,0.0,0.38,0.63,4.13,2.92,9.18,28.12,34.33,0.428,0.456,2,353.3,0.35,0
25.5,91.0,2018-06-28,686.0,0.79,273.1,-1e-06,1.0,0.0612,0.63,1.9,4.14,7.48,11.05,15.24,45.45,0.307,0.449,0,376.5,0.37,0
27.0,92.0,2013-08-24,1102.0,4.06,7.9,3e-06,1.0,0.0408,0.02,1.08,0.69,3.02,13.59,68.18,58.32,0.341,0.293,2,118.3,3.97,0
24.32420539,93.15020652,2017-06-26,535.5,0.72,179.1,0.0,1.0,0.0,0.7,1.8,3.5,5.6,21.0,54.6,92.3,0.421,0.426,1,196.5,4.6,1
27.0,97.0,2013-07-30,1738.0,2.28,15.1,-2e-06,0.0,0.0,0.66,0.94,4.04,3.26,22.63,49.02,99.41,0.31,0.323,0,428.0,0.02,0
22.5,94.5,2016-08-03,249.0,0.18,87.0,0.0,2.0,0.0,0.22,0.37,5.07,5.55,18.01,5.25,25.08,0.501,0.393,5,356.7,5.45,0
29.5,94.5,2010-03-23,4324.0,1.86,154.5,-8e-06,2.0,0.0,0.62,2.35,2.45,7.3,2.06,36.17,40.6,0.417,0.483,4,76.3,2.69,0
25.1941,94.4481,2015-08-01,535.5,0.72,179.1,0.0,1.0,0.0,1.1,3.1,4.0,14.7,43.3,99.6,147.0,0.456,0.456,1,404.4,4.4,1
24.5784,91.7227,2014-05-10,535.5,0.72,179.1,0.0,1.0,0.0,0.2,0.8,1.9,7.1,13.9,129.7,212.4,0.416,0.418,0,500.0,0.0,1
24.5,97.5,2020-04-17,928.0,1.34,173.1,-1e-06,0.0,0.0,0.29,0.66,4.21,11.07,6.1,4.56,138.54,0.348,0.431,2,329.6,2.2,0
28.5,90.5,2013-01-12,5037.0,1.02,197.3,0.0,4.0,0.0,0.49,0.6,0.67,10.26,11.54,43.32,130.84,0.345,0.409,2,267.3,0.61,0
29.5,95.0,2012-04-15,3878.0,2.08,118.3,-1e-05,2.0,0.0,0.13,1.24,0.0,0.88,22.0,11.67,120.95,0.384,0.391,2,255.2,0.76,0
24.0,97.0,2009-10-06,142.0,0.98,297.0,3e-06,1.0,0.0,0.02,0.24,4.96,7.42,18.95,66.47,99.29,0.443,0.315,4,73.7,4.27,0
23.5,95.5,2017-06-12,175.0,0.32,43.1,0.0,5.0,0.0,0.86,1.11,4.44,10.46,2.19,68.06,40.58,0.305,0.502,5,175.9,2.82,0
28.0,92.5,2010-04-17,5668.0,3.0,24.7,-1e-05,2.0,0.0,0.32,1.6,1.73,4.0,0.13,62.4,41.42,0.369,0.311,3,106.8,3.44,0
22.5,93.0,2013-02-05,972.0,1.28,266.4,1e-06,1.0,0.0,0.73,0.5,5.19,9.85,10.0,63.94,31.56,0.428,0.306,0,195.1,1.8,0
24.21988831,93.20266204,2017-06-26,535.5,0.72,179.1,0.0,1.0,0.0,0.7,1.8,3.5,5.6,21.0,54.6,92.3,0.421,0.426,1,184.5,4.6,1
28.5,94.0,2013-01-12,2859.0,3.23,21.6,-1e-06,4.0,0.0,0.87,0.71,1.09,9.38,19.03,41.48,28.42,0.407,0.358,4,32.0,5.6,0
